loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy
UKSME-102529,2023-10-30,Professional Services,South East,11.4,1658680.0,17,-0.0565,556.19,-2.41,108209.0,48,0,,658,0,1,0.623,93654.0,5.25,4.3,0.6
UKSME-102530,2021-03-31,Transport,Northern Ireland,10.5,4034076.0,29,0.079,0.13,112.8,199260.0,48,1,1.074,680,0,0,0.365,196173.0,5.25,4.3,0.6
UKSME-102531,2021-10-15,Wholesale,South East,7.6,2927233.0,24,0.1224,1.36,10.5,64869.0,24,1,0.564,562,15,0,0.329,55436.0,5.25,4.3,0.6
UKSME-102532,2024-05-29,Healthcare,Scotland,10.8,1748389.0,11,0.086,6.8,2.1,96329.0,48,1,0.66,759,0,0,0.246,78162.0,5.25,4.3,0.6
UKSME-102533,2024-03-18,Healthcare,South East,9.7,1006682.0,12,0.1077,5.5,2.6,34027.0,48,0,,731,0,0,0.677,31744.0,5.25,4.3,0.6
UKSME-102534,2021-09-12,Professional Services,London,13.5,310404.0,2,0.123,3.55,4.03,31086.0,60,1,0.616,555,0,0,0.433,23590.0,5.25,4.3,0.6
UKSME-102535,2021-10-08,Healthcare,North East,2.8,328255.0,2,-0.06,183.32,-1.53,38713.0,36,1,0.773,616,0,1,0.203,29116.0,5.25,4.3,0.6
UKSME-102536,2022-04-12,Retail,South West,12.8,1169519.0,7,0.064,7.65,1.87,70221.0,36,0,,620,0,1,0.95,54027.0,5.25,4.3,0.6
UKSME-102537,2022-09-22,Wholesale,London,7.2,916264.0,8,0.2752,1.54,9.29,26188.0,36,1,0.451,614,0,0,0.367,25062.0,5.25,4.3,0.6
UKSME-102538,2023-08-05,Real Estate,South West,10.0,2223430.0,14,0.0921,1.72,8.32,38089.0,120,0,,678,0,0,0.745,31870.0,5.25,4.3,0.6
UKSME-102539,2023-08-24,Healthcare,South East,8.5,107193.0,1,-0.0052,58.58,-0.14,13700.0,120,1,0.582,761,0,0,0.341,10319.0,5.25,4.3,0.6
UKSME-102540,2022-07-27,Healthcare,Scotland,8.9,423000.0,4,0.054,10.43,1.37,308530.0,60,1,0.851,709,15,1,0.129,290065.0,5.25,4.3,0.6
UKSME-102541,2023-11-18,Real Estate,South West,8.1,196190.0,1,0.1013,1.98,7.21,48581.0,24,1,0.779,721,5,0,0.194,41053.0,5.25,4.3,0.6
UKSME-102542,2022-12-08,Real Estate,South East,14.1,3169128.0,17,0.0598,9.93,1.44,17736.0,120,0,,768,0,1,0.596,17685.0,5.25,4.3,0.6
UKSME-102543,2024-01-03,Retail,Yorkshire,11.0,777134.0,5,0.1807,1.65,8.68,179656.0,36,1,0.593,714,0,0,0.254,148036.0,5.25,4.3,0.6
UKSME-102544,2023-01-29,Hospitality,East of England,3.9,449029.0,2,0.1198,7.37,1.94,39534.0,60,1,0.215,701,0,0,0.268,39325.0,5.25,4.3,0.6
UKSME-102545,2022-11-30,Real Estate,East Midlands,2.5,1693772.0,14,0.038,11.73,1.22,54701.0,24,1,0.311,751,5,0,0.135,54337.0,5.25,4.3,0.6
UKSME-102546,2023-12-17,Real Estate,West Midlands,7.7,653845.0,5,0.1923,1.8,7.95,605882.0,48,1,0.686,616,35,0,0.365,506822.0,5.25,4.3,0.6
UKSME-102547,2023-08-13,Real Estate,North West,17.3,5656329.0,40,0.0789,2.59,5.51,133250.0,60,1,0.597,634,95,0,0.285,130050.0,5.25,4.3,0.6
UKSME-102548,2021-06-14,Transport,North West,16.1,2768870.0,36,0.0947,3.2,4.47,274246.0,48,1,0.92,645,15,0,0.312,208008.0,5.25,4.3,0.6
UKSME-102549,2022-08-13,Manufacturing,South East,15.1,144246.0,1,0.0151,38.59,0.37,36186.0,48,1,0.529,662,0,0,0.213,27746.0,5.25,4.3,0.6
UKSME-102550,2022-08-01,Real Estate,East Midlands,4.2,542952.0,6,0.0809,1.59,8.96,53046.0,60,0,,652,0,0,0.678,49210.0,5.25,4.3,0.6
UKSME-102551,2021-08-16,Transport,West Midlands,13.3,97086.0,1,0.1528,2.25,6.35,132867.0,120,1,0.614,658,0,1,0.147,120662.0,5.25,4.3,0.6
UKSME-102552,2024-02-01,Hospitality,East of England,11.6,1156214.0,9,0.0138,56.94,0.25,21645.0,24,1,0.956,598,0,1,0.288,16964.0,5.25,4.3,0.6
UKSME-102553,2022-08-19,Healthcare,London,14.2,881496.0,7,0.0616,3.55,4.03,79016.0,48,0,,852,0,0,0.631,61598.0,5.25,4.3,0.6
UKSME-102554,2022-01-23,Transport,London,5.1,609566.0,4,-0.0142,77.39,-1.6,77409.0,72,1,0.466,730,0,1,0.122,65096.0,5.25,4.3,0.6
UKSME-102555,2023-11-13,Construction,North East,5.6,1458400.0,18,0.1661,1.27,11.24,182850.0,48,0,,660,0,0,0.571,144762.0,5.25,4.3,0.6
UKSME-102556,2023-03-11,Real Estate,North West,10.5,1007685.0,8,0.1635,2.19,6.51,77824.0,36,1,0.752,530,0,0,0.277,65942.0,5.25,4.3,0.6
UKSME-102557,2022-06-10,Transport,West Midlands,7.5,83877.0,1,0.0835,3.73,3.83,32952.0,72,1,0.685,745,0,0,0.344,25144.0,5.25,4.3,0.6
UKSME-102558,2023-02-09,Professional Services,Scotland,19.6,1369903.0,9,0.0947,4.07,3.51,69667.0,12,1,0.702,662,0,1,0.118,63708.0,5.25,4.3,0.6
UKSME-102559,2023-12-27,Construction,London,4.7,1382171.0,7,0.0914,4.06,3.52,71182.0,84,1,0.868,642,0,0,0.565,64867.0,5.25,4.3,0.6
UKSME-102560,2021-03-23,Retail,East Midlands,4.2,1102763.0,11,0.0703,3.58,3.99,82282.0,36,1,0.574,642,0,0,0.24,76134.0,5.25,4.3,0.6
UKSME-102561,2021-03-11,Construction,West Midlands,6.6,2051878.0,12,0.0324,11.56,1.24,109762.0,24,1,0.711,654,0,0,0.241,99071.0,5.25,4.3,0.6
UKSME-102562,2022-02-17,Real Estate,South East,4.0,546862.0,3,-0.0412,214.47,-1.5,45589.0,36,1,0.647,557,0,0,0.192,39043.0,5.25,4.3,0.6
UKSME-102563,2021-06-21,Technology,South West,6.9,2016354.0,12,0.0585,12.62,1.13,73235.0,24,0,,737,15,0,0.763,61166.0,5.25,4.3,0.6
UKSME-102564,2022-12-22,Technology,South East,15.0,1854611.0,11,0.1423,3.85,3.71,36052.0,24,1,0.547,704,15,0,0.172,35195.0,5.25,4.3,0.6
UKSME-102565,2022-10-31,Construction,East of England,19.0,81502.0,1,0.076,4.41,3.24,75924.0,60,1,0.436,615,15,0,0.401,65912.0,5.25,4.3,0.6
UKSME-102566,2021-02-26,Real Estate,Scotland,19.2,111484.0,1,0.1711,1.55,9.23,31496.0,12,1,0.672,694,0,0,0.278,31044.0,5.25,4.3,0.6
UKSME-102567,2022-09-10,Technology,North East,4.8,3443485.0,39,0.0455,7.56,1.89,63772.0,48,1,0.917,693,0,0,0.158,52568.0,5.25,4.3,0.6
UKSME-102568,2022-03-14,Construction,East of England,19.2,229919.0,2,0.0902,1.53,9.35,41654.0,72,1,0.976,502,0,1,0.32,38326.0,5.25,4.3,0.6
UKSME-102569,2021-03-30,Transport,Scotland,9.9,1696240.0,19,0.1329,1.29,11.07,26481.0,36,0,,865,0,0,0.712,20850.0,5.25,4.3,0.6
UKSME-102570,2021-02-06,Retail,North East,11.5,235829.0,2,0.1232,4.31,3.32,326265.0,36,0,,656,0,1,0.838,319431.0,5.25,4.3,0.6
UKSME-102571,2023-01-09,Real Estate,Scotland,11.7,374680.0,4,0.0473,5.5,2.6,21957.0,48,0,,639,0,0,0.653,21519.0,5.25,4.3,0.6
UKSME-102572,2024-02-18,Healthcare,London,28.0,513726.0,3,0.0998,1.41,10.17,127422.0,12,1,0.591,769,0,0,0.338,96628.0,5.25,4.3,0.6
UKSME-102573,2021-02-26,Transport,Scotland,7.5,1461198.0,8,0.0528,7.3,1.96,64044.0,48,1,0.706,860,0,0,0.405,51968.0,5.25,4.3,0.6
UKSME-102574,2022-12-15,Retail,North East,1.9,1598576.0,16,0.0547,1.7,8.4,74379.0,60,0,,755,0,0,0.554,69247.0,5.25,4.3,0.6
UKSME-102575,2024-04-08,Wholesale,North West,4.7,2281162.0,15,0.0559,3.9,3.66,134454.0,24,1,0.715,815,95,0,0.519,133399.0,5.25,4.3,0.6
UKSME-102576,2023-09-14,Technology,North West,15.8,109654.0,1,0.1514,3.74,3.82,24838.0,84,1,0.319,724,0,0,0.296,20556.0,5.25,4.3,0.6
UKSME-102577,2024-06-16,Construction,Yorkshire,9.8,331915.0,3,-0.0146,3.32,-4.85,21794.0,84,0,,693,0,0,0.619,19161.0,5.25,4.3,0.6
UKSME-102578,2024-05-07,Transport,London,4.7,3697121.0,42,0.055,3.71,3.85,79151.0,36,1,0.702,716,0,0,0.243,70311.0,5.25,4.3,0.6
UKSME-102579,2024-03-18,Transport,Scotland,3.3,1801157.0,10,0.1265,5.66,2.52,104191.0,72,0,,737,0,0,0.816,85152.0,5.25,4.3,0.6
UKSME-102580,2021-02-16,Professional Services,South West,27.4,388146.0,3,0.0639,6.01,2.38,90660.0,120,1,0.592,699,0,0,0.333,87351.0,5.25,4.3,0.6
UKSME-102581,2024-03-03,Retail,West Midlands,4.1,4598522.0,26,0.1891,2.41,5.93,148103.0,72,1,0.51,712,0,0,0.053,146812.0,5.25,4.3,0.6
UKSME-102582,2023-11-25,Hospitality,West Midlands,9.1,1059071.0,5,0.0786,1.05,13.63,117725.0,60,0,,547,0,1,0.614,109077.0,5.25,4.3,0.6
UKSME-102583,2024-05-31,Professional Services,Scotland,3.2,23849955.0,178,0.1265,1.05,13.62,50597.0,24,1,0.598,740,0,0,0.318,40426.0,5.25,4.3,0.6
UKSME-102584,2021-10-11,Real Estate,East of England,8.4,523828.0,4,0.0463,11.78,1.21,255861.0,84,0,,655,0,1,0.633,228199.0,5.25,4.3,0.6
UKSME-102585,2023-05-22,Retail,North East,4.4,570701.0,5,0.0872,3.17,4.51,464683.0,36,1,0.413,704,0,0,0.364,419046.0,5.25,4.3,0.6
UKSME-102586,2023-03-14,Transport,East of England,2.9,421092.0,3,0.1174,3.34,4.27,23830.0,48,0,,793,0,0,0.648,18435.0,5.25,4.3,0.6
UKSME-102587,2023-12-12,Transport,London,15.1,616139.0,7,0.0942,4.05,3.53,100544.0,48,0,,804,0,0,0.946,95549.0,5.25,4.3,0.6
UKSME-102588,2023-01-04,Manufacturing,East Midlands,12.3,1256331.0,13,0.0798,5.04,2.83,63375.0,48,1,0.631,761,0,0,0.353,56969.0,5.25,4.3,0.6
UKSME-102589,2022-08-31,Retail,South East,13.0,782862.0,8,0.162,2.0,7.14,27773.0,72,1,0.494,637,0,0,0.203,24525.0,5.25,4.3,0.6
UKSME-102590,2023-08-13,Manufacturing,London,8.5,1033161.0,6,0.0238,7.2,1.99,156282.0,36,0,,820,0,0,0.637,132157.0,5.25,4.3,0.6
UKSME-102591,2021-11-15,Hospitality,East of England,11.1,1427478.0,13,0.0931,3.36,4.26,169858.0,60,0,,571,0,0,0.59,167128.0,5.25,4.3,0.6
UKSME-102592,2022-07-08,Professional Services,North West,7.3,1314035.0,13,0.2131,2.1,6.81,27386.0,36,0,,667,0,0,0.5,20634.0,5.25,4.3,0.6
UKSME-102593,2022-08-08,Manufacturing,East of England,15.2,473830.0,6,0.2311,1.34,10.66,135768.0,48,1,0.595,751,0,0,0.25,108033.0,5.25,4.3,0.6
UKSME-102594,2022-04-24,Wholesale,East of England,16.5,1442772.0,8,0.0435,4.76,3.0,84670.0,48,1,0.647,675,0,1,0.175,80655.0,5.25,4.3,0.6
UKSME-102595,2024-01-04,Construction,North West,12.5,6331732.0,39,0.0416,2.0,7.13,30317.0,36,0,,696,0,0,0.646,24013.0,5.25,4.3,0.6
UKSME-102596,2021-06-25,Technology,East Midlands,3.0,8694761.0,97,0.0778,5.25,2.72,77792.0,60,0,,789,0,0,0.923,59124.0,5.25,4.3,0.6
UKSME-102597,2022-08-25,Healthcare,North East,13.8,928464.0,8,0.0046,132.99,0.11,47978.0,60,1,0.63,717,5,0,0.266,36724.0,5.25,4.3,0.6
UKSME-102598,2023-06-16,Professional Services,London,8.5,3890595.0,29,0.1794,1.25,11.47,257785.0,72,0,,702,5,0,0.728,241170.0,5.25,4.3,0.6
UKSME-102599,2022-09-19,Wholesale,East Midlands,13.0,3905238.0,30,0.0807,2.59,5.52,566720.0,84,0,,617,0,0,0.698,479976.0,5.25,4.3,0.6
UKSME-102600,2024-02-19,Transport,South East,10.3,1549982.0,9,0.1377,1.64,8.73,19518.0,36,0,,614,0,1,0.794,18286.0,5.25,4.3,0.6
UKSME-102601,2024-01-16,Transport,North West,1.7,278813.0,3,0.16,1.29,11.06,15153.0,36,0,,643,0,0,0.86,13630.0,5.25,4.3,0.6
UKSME-102602,2022-04-12,Technology,London,7.5,237154.0,1,0.1777,1.21,11.76,337159.0,36,1,0.681,719,0,0,0.145,328553.0,5.25,4.3,0.6
UKSME-102603,2021-08-31,Healthcare,London,7.2,825463.0,4,0.1655,2.49,5.73,99599.0,36,0,,575,0,0,0.689,99232.0,5.25,4.3,0.6
UKSME-102604,2021-07-27,Retail,London,13.3,2050116.0,25,0.0456,7.44,1.92,297135.0,24,0,,726,0,0,0.941,257417.0,5.25,4.3,0.6
UKSME-102605,2021-04-16,Real Estate,South West,3.8,3579532.0,21,0.0984,3.12,4.57,22359.0,120,1,0.787,717,95,0,0.371,21770.0,5.25,4.3,0.6
UKSME-102606,2022-08-01,Professional Services,Wales,16.0,652993.0,4,0.1474,1.67,8.57,20179.0,84,1,1.035,661,0,0,0.05,15372.0,5.25,4.3,0.6
UKSME-102607,2021-03-18,Professional Services,East of England,27.8,591849.0,3,0.1511,4.48,3.19,35217.0,24,1,0.657,773,0,0,0.196,26562.0,5.25,4.3,0.6
UKSME-102608,2022-08-11,Transport,East of England,4.6,269457.0,1,0.1448,0.88,16.28,30727.0,60,0,,688,0,0,0.629,26855.0,5.25,4.3,0.6
UKSME-102609,2023-05-27,Hospitality,East Midlands,3.0,1771882.0,14,0.0617,10.83,1.32,146585.0,120,1,0.727,546,5,0,0.337,144348.0,5.25,4.3,0.6
UKSME-102610,2022-06-23,Construction,Scotland,13.3,7191964.0,45,0.1041,3.45,4.14,194288.0,84,0,,696,0,0,0.5,173810.0,5.25,4.3,0.6
UKSME-102611,2022-07-20,Technology,South West,3.8,646542.0,5,0.1487,2.28,6.26,103232.0,72,0,,674,0,0,0.622,81478.0,5.25,4.3,0.6
UKSME-102612,2021-08-18,Wholesale,South West,15.2,1181625.0,8,0.0321,10.6,1.35,204491.0,60,1,0.594,743,0,0,0.081,190087.0,5.25,4.3,0.6
UKSME-102613,2024-03-22,Retail,North West,7.4,447018.0,3,0.0218,25.24,0.57,45265.0,24,0,,794,15,0,0.724,42262.0,5.25,4.3,0.6
UKSME-102614,2023-08-29,Technology,East of England,15.2,1732881.0,13,0.0521,9.17,1.56,8018.0,72,0,,544,0,0,0.72,6785.0,5.25,4.3,0.6
UKSME-102615,2022-04-08,Real Estate,Yorkshire,6.6,1600543.0,14,0.1148,5.65,2.53,69920.0,72,1,1.018,850,0,0,0.313,64616.0,5.25,4.3,0.6
UKSME-102616,2021-11-06,Real Estate,London,12.6,369254.0,2,0.0477,1.72,8.33,36858.0,36,1,0.493,809,0,0,0.231,35466.0,5.25,4.3,0.6
UKSME-102617,2021-08-11,Transport,North West,3.2,568653.0,5,0.0306,10.72,1.33,239425.0,36,0,,697,0,0,0.488,183309.0,5.25,4.3,0.6
UKSME-102618,2021-05-23,Wholesale,London,1.9,303846.0,2,0.1665,0.28,50.6,449384.0,84,0,,779,0,0,0.708,370766.0,5.25,4.3,0.6
UKSME-102619,2024-02-02,Healthcare,London,5.9,4145552.0,49,0.023,11.25,1.27,201876.0,60,1,0.958,713,0,0,0.17,178828.0,5.25,4.3,0.6
UKSME-102620,2023-01-11,Retail,Yorkshire,6.0,371754.0,2,0.0694,3.74,3.82,122837.0,84,1,0.506,697,0,0,0.24,118888.0,5.25,4.3,0.6
UKSME-102621,2023-12-08,Real Estate,North East,3.8,159820.0,1,0.0756,8.62,1.66,32770.0,72,1,0.818,635,0,0,0.115,30880.0,5.25,4.3,0.6
UKSME-102622,2024-04-29,Wholesale,Yorkshire,8.5,542052.0,4,0.1083,1.97,7.26,65540.0,48,1,0.525,642,15,0,0.258,55215.0,5.25,4.3,0.6
UKSME-102623,2023-11-18,Real Estate,North West,7.4,2069757.0,21,0.1598,2.52,5.66,29800.0,84,1,0.498,635,0,0,0.131,25308.0,5.25,4.3,0.6
UKSME-102624,2023-05-27,Transport,London,10.1,896215.0,12,0.0838,0.44,32.4,69439.0,24,0,,682,0,0,0.95,54653.0,5.25,4.3,0.6
UKSME-102625,2022-07-22,Technology,South East,4.8,122983.0,1,0.08,0.13,9.84,9799.0,72,0,,788,0,0,0.543,9052.0,5.25,4.3,0.6
UKSME-102626,2023-07-24,Wholesale,West Midlands,7.9,998800.0,6,0.0753,0.13,75.18,15598.0,120,1,0.581,702,0,0,0.271,12767.0,5.25,4.3,0.6
UKSME-102627,2021-04-25,Professional Services,East Midlands,15.0,665317.0,4,0.0555,7.87,1.82,5000.0,36,0,,672,0,0,0.642,3874.0,5.25,4.3,0.6
UKSME-102628,2021-10-06,Hospitality,North West,13.8,1502111.0,12,0.1544,2.34,6.11,191737.0,36,0,,780,0,0,0.609,182094.0,5.25,4.3,0.6
UKSME-102629,2021-06-06,Construction,West Midlands,2.6,1679189.0,15,0.1908,2.04,7.01,94275.0,60,0,,667,0,0,0.696,72923.0,5.25,4.3,0.6
UKSME-102630,2021-06-23,Technology,Wales,17.6,451483.0,2,0.1532,3.18,4.5,372925.0,72,0,,614,0,0,0.489,345128.0,5.25,4.3,0.6
UKSME-102631,2021-01-20,Hospitality,Yorkshire,2.4,3411160.0,43,0.1211,4.5,3.18,70379.0,36,1,0.683,641,0,0,0.171,54564.0,5.25,4.3,0.6
UKSME-102632,2022-04-27,Transport,London,4.8,960781.0,7,0.0723,4.6,3.11,88995.0,60,0,,705,0,0,0.823,72636.0,5.25,4.3,0.6
UKSME-102633,2021-12-10,Retail,North West,18.0,670647.0,3,0.0649,8.33,1.71,44096.0,60,1,0.612,724,65,0,0.268,40144.0,5.25,4.3,0.6
UKSME-102634,2024-06-29,Professional Services,East Midlands,3.6,361780.0,2,0.1539,1.6,8.93,137707.0,36,1,0.534,632,5,0,0.346,123303.0,5.25,4.3,0.6
UKSME-102635,2021-10-27,Retail,Scotland,4.2,1568323.0,10,0.2426,0.79,17.99,38615.0,60,0,,668,0,0,0.5,33758.0,5.25,4.3,0.6
UKSME-102636,2021-10-12,Hospitality,West Midlands,23.4,2133261.0,18,0.2084,2.17,6.58,15576.0,60,0,,778,0,0,0.613,14701.0,5.25,4.3,0.6
UKSME-102637,2022-05-20,Technology,North East,11.1,1822934.0,20,0.0409,8.06,1.77,43527.0,72,0,,766,5,0,0.646,40798.0,5.25,4.3,0.6
UKSME-102638,2022-02-12,Manufacturing,East of England,2.1,2672541.0,31,0.1309,1.5,9.55,25399.0,48,0,,547,0,0,0.9,25146.0,5.25,4.3,0.6
UKSME-102639,2024-03-23,Manufacturing,East Midlands,6.9,739096.0,4,0.1008,2.11,6.77,125357.0,60,1,0.535,701,0,0,0.124,99007.0,5.25,4.3,0.6
UKSME-102640,2022-03-28,Healthcare,Scotland,8.9,608747.0,5,0.1087,5.55,2.57,67396.0,36,1,0.694,942,0,0,0.334,64536.0,5.25,4.3,0.6
UKSME-102641,2023-07-04,Real Estate,London,11.4,1646482.0,11,0.1078,1.68,8.52,273679.0,60,1,0.483,599,0,0,0.243,218619.0,5.25,4.3,0.6
UKSME-102642,2021-12-03,Transport,South West,13.0,1154509.0,6,0.0868,3.95,3.62,79469.0,24,0,,618,0,1,0.672,61265.0,5.25,4.3,0.6
UKSME-102643,2021-01-04,Transport,East of England,7.5,32791635.0,240,-0.014,637.53,-10.27,168294.0,60,1,0.663,649,0,0,0.332,126635.0,5.25,4.3,0.6
UKSME-102644,2024-05-30,Real Estate,London,7.7,567197.0,3,0.0306,17.38,0.82,42347.0,84,0,,612,5,0,0.808,38542.0,5.25,4.3,0.6
UKSME-102645,2021-12-17,Hospitality,South West,10.9,1646931.0,14,0.0604,7.95,1.8,158148.0,60,0,,721,0,1,0.656,149058.0,5.25,4.3,0.6
UKSME-102646,2022-07-09,Technology,London,14.7,8649424.0,89,0.1772,0.93,15.37,40133.0,72,1,0.681,632,95,0,0.102,31926.0,5.25,4.3,0.6
UKSME-102647,2021-04-05,Manufacturing,Yorkshire,11.0,1008961.0,5,0.2398,1.95,7.32,41630.0,60,0,,756,0,0,0.581,40025.0,5.25,4.3,0.6
UKSME-102648,2022-07-05,Wholesale,London,6.3,4434301.0,29,0.1541,1.74,8.19,65185.0,36,0,,705,0,0,0.52,51468.0,5.25,4.3,0.6
UKSME-102649,2021-12-24,Transport,London,5.3,630797.0,6,0.0505,3.03,4.71,52927.0,72,0,,732,0,0,0.595,42423.0,5.25,4.3,0.6
UKSME-102650,2024-06-02,Retail,South East,8.6,588613.0,3,0.1511,3.81,3.75,101289.0,48,0,,659,0,0,0.785,84395.0,5.25,4.3,0.6
UKSME-102651,2023-06-25,Technology,London,7.2,4864443.0,52,0.146,0.93,15.3,183621.0,48,0,,813,0,0,0.574,183606.0,5.25,4.3,0.6
UKSME-102652,2023-04-02,Manufacturing,London,10.7,12997192.0,141,0.0935,2.82,5.07,83288.0,84,0,,680,0,0,0.887,74724.0,5.25,4.3,0.6
UKSME-102653,2023-04-26,Retail,South East,13.1,1271225.0,8,0.1567,2.89,4.94,462225.0,48,0,,632,0,0,0.455,384137.0,5.25,4.3,0.6
UKSME-102654,2023-11-20,Hospitality,Yorkshire,12.9,842056.0,10,0.1303,3.54,4.04,162987.0,36,1,0.432,688,0,0,0.05,138769.0,5.25,4.3,0.6
UKSME-102655,2021-01-12,Technology,London,25.5,3646880.0,23,0.1578,2.8,5.1,131345.0,36,0,,796,0,0,0.512,122112.0,5.25,4.3,0.6
UKSME-102656,2023-05-17,Wholesale,Wales,10.0,1336255.0,16,0.1146,4.73,3.02,159345.0,60,1,0.639,866,5,0,0.075,126743.0,5.25,4.3,0.6
UKSME-102657,2021-04-28,Technology,East of England,10.7,4457810.0,34,0.1232,3.59,3.98,210179.0,60,1,0.694,660,0,0,0.163,168359.0,5.25,4.3,0.6
UKSME-102658,2022-09-04,Manufacturing,South West,4.6,1290436.0,10,0.1751,4.32,3.31,36901.0,48,1,0.848,658,0,1,0.299,30285.0,5.25,4.3,0.6
UKSME-102659,2021-10-04,Manufacturing,East Midlands,21.0,3640848.0,29,0.1508,0.93,15.44,111731.0,48,1,0.854,527,0,0,0.148,99902.0,5.25,4.3,0.6
UKSME-102660,2021-10-29,Manufacturing,London,4.6,614344.0,6,0.1524,3.04,4.7,160792.0,36,0,,797,0,0,0.447,132071.0,5.25,4.3,0.6
UKSME-102661,2022-12-14,Wholesale,London,10.4,1615112.0,17,0.1877,1.87,7.65,10893.0,72,1,0.546,668,5,0,0.223,9782.0,5.25,4.3,0.6
UKSME-102662,2021-10-31,Healthcare,East of England,11.3,252591.0,3,0.0315,13.34,1.07,137529.0,60,0,,796,15,0,0.504,125098.0,5.25,4.3,0.6
UKSME-102663,2024-04-13,Transport,East of England,6.6,1297188.0,9,0.0904,1.29,11.05,14312.0,60,1,1.002,601,0,0,0.241,12582.0,5.25,4.3,0.6
UKSME-102664,2024-04-06,Wholesale,South East,2.4,1837803.0,19,0.1228,1.97,7.25,11294.0,60,1,0.605,768,0,0,0.195,10746.0,5.25,4.3,0.6
UKSME-102665,2022-09-25,Technology,Northern Ireland,9.8,570349.0,3,0.1444,1.43,9.96,111794.0,12,1,0.436,772,65,1,0.262,100857.0,5.25,4.3,0.6
UKSME-102666,2023-03-15,Transport,South West,13.2,700527.0,8,0.1231,2.81,5.08,142341.0,120,1,0.636,644,0,0,0.115,115179.0,5.25,4.3,0.6
UKSME-102667,2022-10-22,Real Estate,South West,4.9,215526.0,1,0.1392,4.83,2.96,59725.0,120,1,0.796,754,0,0,0.241,59462.0,5.25,4.3,0.6
UKSME-102668,2022-10-15,Hospitality,East of England,10.8,2442404.0,15,0.1819,1.52,9.43,173439.0,36,1,1.003,632,0,0,0.273,151494.0,5.25,4.3,0.6
UKSME-102669,2023-03-23,Healthcare,Yorkshire,28.6,431410.0,2,0.067,2.26,6.31,34967.0,120,1,0.605,659,0,0,0.457,26516.0,5.25,4.3,0.6
UKSME-102670,2023-12-31,Technology,East of England,14.2,2691467.0,17,0.0928,1.34,10.65,12768.0,36,0,,698,0,0,0.837,10169.0,5.25,4.3,0.6
UKSME-102671,2024-01-25,Technology,South West,8.5,302115.0,1,0.1395,1.92,7.43,55195.0,48,1,0.881,687,0,0,0.219,50831.0,5.25,4.3,0.6
UKSME-102672,2023-04-08,Healthcare,North West,9.5,732574.0,7,0.1237,2.04,7.01,13339.0,72,1,0.472,809,0,0,0.491,10399.0,5.25,4.3,0.6
UKSME-102673,2024-05-05,Wholesale,West Midlands,9.9,2082604.0,25,0.1098,1.61,8.88,64051.0,48,1,0.647,685,0,0,0.28,54480.0,5.25,4.3,0.6
UKSME-102674,2021-06-23,Technology,Yorkshire,10.5,1598264.0,11,-0.0413,454.5,-2.07,193522.0,24,0,,641,0,0,0.583,155547.0,5.25,4.3,0.6
UKSME-102675,2021-10-16,Technology,West Midlands,12.3,635906.0,3,0.1164,3.71,3.85,17494.0,48,1,0.798,660,0,0,0.05,15307.0,5.25,4.3,0.6
UKSME-102676,2024-05-20,Wholesale,South East,4.3,2354907.0,16,0.1689,1.76,8.12,28109.0,36,0,,673,35,1,0.5,21268.0,5.25,4.3,0.6
UKSME-102677,2022-07-25,Hospitality,North West,23.8,1152685.0,7,0.1399,2.65,5.38,106869.0,48,1,0.408,556,0,0,0.194,83741.0,5.25,4.3,0.6
UKSME-102678,2021-04-18,Technology,North East,4.2,3070689.0,29,0.1147,2.72,5.26,114683.0,60,0,,594,0,0,0.76,111170.0,5.25,4.3,0.6
UKSME-102679,2021-03-07,Retail,Scotland,3.0,1938962.0,11,0.2133,3.2,4.47,227012.0,60,0,,687,0,0,0.794,177834.0,5.25,4.3,0.6
UKSME-102680,2023-08-23,Professional Services,North East,6.5,1874576.0,11,0.079,4.04,3.54,54793.0,84,1,0.553,823,0,0,0.173,46145.0,5.25,4.3,0.6
UKSME-102681,2022-08-26,Technology,South East,3.1,1628393.0,12,0.0215,12.78,1.12,402350.0,120,0,,665,0,0,0.752,321759.0,5.25,4.3,0.6
UKSME-102682,2021-02-13,Real Estate,Yorkshire,4.9,489599.0,5,0.057,4.8,2.98,172082.0,36,1,0.448,680,0,1,0.349,129452.0,5.25,4.3,0.6
UKSME-102683,2021-11-16,Hospitality,Scotland,4.9,137048.0,1,0.0525,13.46,1.06,65440.0,60,1,0.899,662,0,0,0.272,49960.0,5.25,4.3,0.6
UKSME-102684,2023-10-05,Technology,London,3.0,140459.0,1,0.0327,16.35,0.87,34856.0,24,0,,742,5,1,0.504,33033.0,5.25,4.3,0.6
UKSME-102685,2022-03-26,Retail,West Midlands,12.2,2516891.0,18,0.1406,3.3,4.33,26176.0,72,0,,713,0,0,0.902,24329.0,5.25,4.3,0.6
UKSME-102686,2022-10-07,Real Estate,Wales,9.9,2096908.0,29,0.0986,4.07,3.51,7799.0,72,0,,808,0,1,0.726,6717.0,5.25,4.3,0.6
